,game_seconds_remaining,home_wp,away_wp
1,3600.0,,
2,3600.0,0.5000068217219346,0.49999317827806544
3,3567.0,0.545669356004421,0.454330643995579
4,3535.0,0.5400619368653208,0.4599380631346792
5,3527.0,0.5674924212624409,0.4325075787375591
6,3494.0,0.5578982443745805,0.44210175562541953
7,3453.0,0.6116659721749956,0.38833402782500437
8,3421.0,0.6114436725574305,0.3885563274425695
9,3389.0,0.59748729010671,0.40251270989329
10,3373.0,0.6612425222718376,0.33875747772816245
11,3339.0,0.6440709624235806,0.35592903757641936
12,3334.0,0.7142233886241047,0.2857766113758953
13,3334.0,0.706408395301859,0.29359160469814105
14,3328.0,0.7250225216771844,0.2749774783228156
15,3297.0,0.6961166767933281,0.3038833232066719
16,3262.0,0.6888294621505151,0.3111705378494849
17,3229.0,0.7460957743781305,0.2539042256218696
18,3192.0,0.751736629287913,0.24826337071208707
19,3151.0,0.7587932195999799,0.2412067804000201
20,3143.0,0.6878298990747401,0.3121701009252599
21,3109.0,0.7314625208290383,0.2685374791709617
22,3101.0,0.7470855653516825,0.25291443464831753
23,3066.0,0.8136537128221124,0.1863462871778876
24,3062.0,0.8000899839996407,0.1999100160003593
25,3026.0,0.791533830267463,0.20846616973253695
26,3020.0,0.746585918463274,0.25341408153672595
27,3009.0,0.7679593745015412,0.2320406254984588
28,2967.0,0.7769630015757079,0.22303699842429212
29,2923.0,0.8074882265301853,0.19251177346981477
30,2891.0,0.6881752962508971,0.3118247037491029
31,2860.0,0.7045441836711045,0.2954558163288955
32,2854.0,0.7358102446500123,0.2641897553499877
33,2848.0,0.6293835357665469,0.3706164642334531
34,2845.0,0.6476949342259042,0.35230506577409587
35,2806.0,0.6954520706682084,0.30454792933179164
36,2767.0,0.7310715543349564,0.26892844566504365
37,2759.0,0.6944675413147646,0.3055324586852354
38,2753.0,0.6683150988755323,0.3316849011244677
39,2726.0,0.6474730140705958,0.35252698592940424
40,2700.0,,
41,2700.0,0.6503028278802119,0.3496971721197881
42,2659.0,0.7275120048939091,0.2724879951060909
43,2631.0,0.7185123119847536,0.2814876880152464
44,2598.0,0.7793281559466939,0.2206718440533061
45,2562.0,0.7470697165777707,0.25293028342222934
46,2558.0,0.7157792033051775,0.2842207966948225
47,2515.0,0.6999323804901556,0.3000676195098444
48,2507.0,0.7457410280197756,0.25425897198022446
49,2477.0,0.7057567187810988,0.2942432812189012
50,2444.0,0.6405654663887859,0.3594345336112142
51,2407.0,0.6564368679932631,0.343563132006737
52,2392.0,0.6297171213877673,0.37028287861223275
53,2360.0,0.6183818324356392,0.3816181675643608
54,2320.0,0.5958634696263941,0.40413653037360586
55,2289.0,0.6004471953882387,0.3995528046117614
56,2281.0,0.5269531656813431,0.4730468343186569
57,2281.0,0.5269531656813431,0.4730468343186569
58,2281.0,0.5343885387519633,0.46561146124803665
59,2281.0,0.5343885387519633,0.46561146124803665
60,2245.0,0.5297425654982004,0.4702574345017996
61,2211.0,0.5051965400673735,0.49480345993262653
62,2174.0,0.563868399351808,0.436131600648192
63,2138.0,0.546208562819079,0.45379143718092096
64,2132.0,0.4000345125749062,0.5999654874250938
65,2100.0,0.4147588106069231,0.5852411893930769
66,2077.0,0.4509511466166799,0.5490488533833201
67,2070.0,0.47495840523798005,0.52504159476202
68,2065.0,0.5628786493125614,0.4371213506874386
69,2038.0,0.5588382559714309,0.4411617440285691
70,2011.0,0.5796945369823595,0.4203054630176405
71,2000.0,0.4317197798216391,0.5682802201783609
72,1986.0,0.46095680150104223,0.5390431984989578
73,1980.0,0.4743225437829086,0.5256774562170914
74,1960.0,0.42958722866388777,0.5704127713361122
75,1937.0,0.48063625369116103,0.519363746308839
76,1920.0,,
77,1920.0,0.42070474449720263,0.5792952555027974
78,1912.0,0.26378133513079627,0.7362186648692037
79,1912.0,0.32725061390681726,0.6727493860931828
80,1912.0,0.32725061390681726,0.6727493860931828
81,1905.0,0.333610798682094,0.666389201317906
82,1899.0,0.32466249108523354,0.6753375089147664
83,1875.0,0.34524391144418903,0.654756088555811
84,1851.0,0.3209127297993387,0.6790872702006613
85,1830.0,0.3275280871242453,0.6724719128757547
86,1825.0,0.3625708335019319,0.637429166498068
87,1818.0,0.38804543525011215,0.6119545647498879
88,1818.0,0.38804543525011215,0.6119545647498879
89,1813.0,0.3779093617737185,0.6220906382262815
90,1808.0,0.3770053104197523,0.6229946895802476
91,1808.0,0.3770053104197523,0.6229946895802476
92,1804.0,0.39416339515098076,0.6058366048490192
93,1804.0,0.39416339515098076,0.6058366048490192
94,1800.0,,
95,1800.0,0.2764351509482105,0.7235648490517895
96,1794.0,0.26356963553491597,0.736430364465084
97,1763.0,0.22421253921942186,0.7757874607805781
98,1723.0,0.28430188884657226,0.7156981111534277
99,1701.0,0.1869744982452971,0.8130255017547029
100,1675.0,0.1744038278705452,0.8255961721294548
101,1636.0,0.18746155109478135,0.8125384489052186
102,1595.0,0.22242404293474827,0.7775759570652517
103,1595.0,0.22242404293474827,0.7775759570652517
104,1552.0,0.22513804788657255,0.7748619521134275
105,1547.0,0.21490857687106707,0.785091423128933
106,1547.0,0.21490857687106707,0.785091423128933
107,1506.0,0.2464192139513375,0.7535807860486625
108,1480.0,0.31766054991478726,0.6823394500852127
109,1446.0,0.30886888832883375,0.6911311116711663
110,1406.0,0.26189535545996934,0.7381046445400307
111,1395.0,0.24745480405048206,0.752545195949518
112,1362.0,0.2323371932879237,0.7676628067120763
113,1357.0,0.1523227598692909,0.8476772401307091
114,1330.0,0.1503685825473139,0.8496314174526861
