quarter,clock,real_time,is_halftime
1,15:00,2019-11-24 13:03:08.959973,False
1,15:00,2019-11-24 13:03:24.467160,False
1,15:00,2019-11-24 13:03:40.226425,False
1,15:00,2019-11-24 13:03:56.942800,False
1,15:00,2019-11-24 13:04:12.541141,False
1,15:00,2019-11-24 13:04:28.462316,False
1,14:17,2019-11-24 13:04:44.361592,False
1,14:17,2019-11-24 13:04:59.994479,False
1,13:31,2019-11-24 13:05:15.661806,False
1,13:31,2019-11-24 13:05:31.370714,False
1,13:31,2019-11-24 13:05:47.955567,False
1,12:52,2019-11-24 13:06:03.550532,False
1,12:19,2019-11-24 13:06:19.747783,False
1,12:19,2019-11-24 13:06:36.084656,False
1,12:19,2019-11-24 13:06:51.548624,False
1,11:37,2019-11-24 13:07:07.917601,False
1,11:37,2019-11-24 13:07:24.164720,False
1,11:37,2019-11-24 13:07:39.751026,False
1,11:37,2019-11-24 13:07:55.587437,False
1,10:39,2019-11-24 13:08:11.253428,False
1,10:39,2019-11-24 13:08:26.929500,False
1,10:39,2019-11-24 13:08:43.233917,False
1,10:39,2019-11-24 13:08:59.017010,False
1,10:39,2019-11-24 13:09:15.027286,False
1,10:39,2019-11-24 13:09:30.920069,False
1,10:39,2019-11-24 13:09:46.779995,False
1,10:39,2019-11-24 13:10:02.524007,False
1,10:39,2019-11-24 13:10:18.863375,False
1,10:39,2019-11-24 13:10:34.545611,False
1,10:39,2019-11-24 13:10:50.277200,False
1,10:39,2019-11-24 13:11:06.438077,False
1,10:39,2019-11-24 13:11:22.119311,False
1,10:39,2019-11-24 13:11:37.894249,False
1,10:39,2019-11-24 13:11:53.387047,False
1,10:39,2019-11-24 13:12:09.496345,False
1,10:39,2019-11-24 13:12:25.300504,False
1,10:39,2019-11-24 13:12:41.056316,False
1,10:39,2019-11-24 13:12:56.784491,False
1,10:39,2019-11-24 13:13:13.012670,False
1,10:39,2019-11-24 13:13:28.773936,False
1,10:01,2019-11-24 13:13:44.783025,False
1,10:01,2019-11-24 13:14:00.594571,False
1,10:01,2019-11-24 13:14:16.365686,False
1,09:56,2019-11-24 13:14:32.638464,False
1,09:20,2019-11-24 13:14:48.635541,False
1,09:20,2019-11-24 13:15:04.770210,False
1,09:20,2019-11-24 13:15:20.670429,False
1,09:20,2019-11-24 13:15:37.005324,False
1,09:20,2019-11-24 13:15:53.145581,False
1,09:03,2019-11-24 13:16:08.811824,False
1,09:03,2019-11-24 13:16:24.522342,False
1,09:03,2019-11-24 13:16:41.212968,False
1,09:03,2019-11-24 13:16:56.729613,False
1,09:03,2019-11-24 13:17:12.553071,False
1,09:03,2019-11-24 13:17:28.985836,False
1,09:03,2019-11-24 13:17:45.044849,False
1,09:03,2019-11-24 13:18:01.101927,False
1,09:03,2019-11-24 13:18:16.907515,False
1,09:03,2019-11-24 13:18:32.725781,False
1,09:03,2019-11-24 13:18:48.833296,False
1,09:03,2019-11-24 13:19:05.060583,False
1,08:29,2019-11-24 13:19:20.954547,False
1,08:29,2019-11-24 13:19:36.848390,False
1,08:29,2019-11-24 13:19:53.139538,False
1,08:29,2019-11-24 13:20:09.246037,False
1,08:29,2019-11-24 13:20:25.161432,False
1,07:54,2019-11-24 13:20:42.298921,False
1,07:54,2019-11-24 13:20:57.997419,False
1,07:54,2019-11-24 13:21:14.236059,False
1,07:54,2019-11-24 13:21:30.281208,False
1,07:54,2019-11-24 13:21:46.590911,False
1,07:54,2019-11-24 13:22:02.610628,False
1,07:54,2019-11-24 13:22:18.373773,False
1,07:54,2019-11-24 13:22:34.464925,False
1,07:54,2019-11-24 13:22:50.912986,False
1,07:54,2019-11-24 13:23:06.798029,False
1,07:54,2019-11-24 13:23:22.337542,False
1,07:54,2019-11-24 13:23:38.423636,False
1,07:54,2019-11-24 13:23:54.205238,False
1,07:54,2019-11-24 13:24:11.346861,False
1,07:54,2019-11-24 13:24:28.635715,False
1,07:43,2019-11-24 13:24:44.772905,False
1,07:43,2019-11-24 13:25:01.023469,False
1,07:43,2019-11-24 13:25:16.745347,False
1,06:56,2019-11-24 13:25:34.150744,False
1,06:56,2019-11-24 13:25:49.814177,False
1,06:56,2019-11-24 13:26:05.673345,False
1,06:56,2019-11-24 13:26:22.147836,False
1,06:56,2019-11-24 13:26:38.441236,False
1,06:56,2019-11-24 13:26:54.434890,False
1,06:56,2019-11-24 13:27:09.978557,False
1,06:56,2019-11-24 13:27:26.664567,False
1,06:50,2019-11-24 13:27:42.805620,False
1,06:50,2019-11-24 13:27:58.785708,False
1,06:50,2019-11-24 13:28:14.500761,False
1,06:50,2019-11-24 13:28:30.732325,False
1,06:50,2019-11-24 13:28:46.472648,False
1,06:50,2019-11-24 13:29:02.657070,False
1,06:50,2019-11-24 13:29:18.681048,False
1,06:50,2019-11-24 13:29:34.394440,False
1,06:50,2019-11-24 13:29:50.140104,False
1,06:50,2019-11-24 13:30:06.259035,False
1,06:50,2019-11-24 13:30:23.601060,False
1,06:50,2019-11-24 13:30:39.658656,False
1,06:50,2019-11-24 13:30:56.436076,False
1,06:50,2019-11-24 13:31:12.823977,False
1,06:50,2019-11-24 13:31:28.693779,False
1,06:50,2019-11-24 13:31:44.449446,False
1,06:39,2019-11-24 13:32:00.209167,False
1,06:42,2019-11-24 13:32:16.047014,False
