quarter,clock,real_time,is_halftime
1,15:00,2019-11-24 13:03:08.975181,False
1,15:00,2019-11-24 13:03:24.467160,False
1,15:00,2019-11-24 13:03:40.226425,False
1,14:53,2019-11-24 13:03:56.942800,False
1,14:53,2019-11-24 13:04:12.544130,False
1,14:53,2019-11-24 13:04:28.477972,False
1,14:18,2019-11-24 13:04:44.361592,False
1,14:18,2019-11-24 13:04:59.994479,False
1,14:18,2019-11-24 13:05:15.661806,False
1,13:39,2019-11-24 13:05:31.370714,False
1,13:39,2019-11-24 13:05:47.958598,False
1,13:39,2019-11-24 13:06:03.565781,False
1,13:23,2019-11-24 13:06:19.747783,False
1,13:23,2019-11-24 13:06:36.084656,False
1,13:22,2019-11-24 13:06:51.548624,False
1,13:22,2019-11-24 13:07:07.934695,False
1,13:22,2019-11-24 13:07:24.164720,False
1,12:45,2019-11-24 13:07:39.755037,False
1,12:45,2019-11-24 13:07:55.587437,False
1,12:36,2019-11-24 13:08:11.269117,False
1,12:36,2019-11-24 13:08:26.932492,False
1,12:36,2019-11-24 13:08:43.249591,False
1,12:36,2019-11-24 13:08:59.017010,False
1,11:52,2019-11-24 13:09:15.027286,False
1,11:52,2019-11-24 13:09:30.920069,False
1,11:52,2019-11-24 13:09:46.779995,False
1,11:52,2019-11-24 13:10:02.524007,False
1,11:52,2019-11-24 13:10:18.863375,False
1,11:52,2019-11-24 13:10:34.545611,False
1,11:52,2019-11-24 13:10:50.292832,False
1,11:52,2019-11-24 13:11:06.454086,False
1,11:52,2019-11-24 13:11:22.119311,False
1,11:52,2019-11-24 13:11:37.894249,False
1,11:52,2019-11-24 13:11:53.387047,False
1,11:52,2019-11-24 13:12:09.512403,False
1,11:52,2019-11-24 13:12:25.300504,False
1,11:52,2019-11-24 13:12:41.056316,False
1,11:11,2019-11-24 13:12:56.784491,False
1,11:11,2019-11-24 13:13:13.012670,False
1,10:34,2019-11-24 13:13:28.773936,False
1,10:34,2019-11-24 13:13:44.783025,False
1,09:54,2019-11-24 13:14:00.594571,False
1,09:54,2019-11-24 13:14:16.365686,False
1,09:54,2019-11-24 13:14:32.642454,False
1,09:54,2019-11-24 13:14:48.635541,False
1,09:18,2019-11-24 13:15:04.770210,False
1,09:18,2019-11-24 13:15:20.670429,False
1,08:55,2019-11-24 13:15:37.005324,False
1,08:55,2019-11-24 13:15:53.145581,False
1,08:17,2019-11-24 13:16:08.811824,False
1,08:17,2019-11-24 13:16:24.522342,False
1,08:17,2019-11-24 13:16:41.212968,False
1,07:38,2019-11-24 13:16:56.729613,False
1,07:38,2019-11-24 13:17:12.553071,False
1,07:36,2019-11-24 13:17:28.985836,False
1,07:36,2019-11-24 13:17:45.044849,False
1,07:29,2019-11-24 13:18:01.101927,False
1,07:29,2019-11-24 13:18:16.907515,False
1,07:29,2019-11-24 13:18:32.729773,False
1,07:29,2019-11-24 13:18:48.833296,False
1,07:29,2019-11-24 13:19:05.064572,False
1,07:29,2019-11-24 13:19:20.958534,False
1,07:29,2019-11-24 13:19:36.851426,False
1,07:29,2019-11-24 13:19:53.139538,False
1,07:29,2019-11-24 13:20:09.246037,False
1,07:29,2019-11-24 13:20:25.177053,False
1,07:29,2019-11-24 13:20:42.298921,False
1,07:29,2019-11-24 13:20:57.997419,False
1,07:29,2019-11-24 13:21:14.236059,False
1,07:29,2019-11-24 13:21:30.281208,False
1,07:29,2019-11-24 13:21:46.590911,False
1,07:29,2019-11-24 13:22:02.614616,False
1,07:29,2019-11-24 13:22:18.373773,False
1,07:27,2019-11-24 13:22:34.464925,False
1,07:27,2019-11-24 13:22:50.912986,False
1,07:02,2019-11-24 13:23:06.798029,False
1,07:02,2019-11-24 13:23:22.353162,False
1,07:02,2019-11-24 13:23:38.423636,False
1,07:02,2019-11-24 13:23:54.205238,False
1,06:06,2019-11-24 13:24:11.346861,False
1,06:06,2019-11-24 13:24:28.635715,False
1,05:54,2019-11-24 13:24:44.775898,False
1,05:54,2019-11-24 13:25:01.039089,False
1,05:54,2019-11-24 13:25:16.760968,False
1,05:54,2019-11-24 13:25:34.166364,False
1,05:54,2019-11-24 13:25:49.814177,False
1,05:54,2019-11-24 13:26:05.673345,False
1,05:54,2019-11-24 13:26:22.163473,False
1,05:54,2019-11-24 13:26:38.441236,False
1,05:54,2019-11-24 13:26:54.434890,False
1,05:54,2019-11-24 13:27:09.982561,False
1,05:54,2019-11-24 13:27:26.664567,False
1,05:54,2019-11-24 13:27:42.805620,False
1,05:54,2019-11-24 13:27:58.789697,False
1,05:54,2019-11-24 13:28:14.500761,False
1,05:54,2019-11-24 13:28:30.732325,False
1,05:54,2019-11-24 13:28:46.474837,False
1,05:54,2019-11-24 13:29:02.657070,False
1,05:54,2019-11-24 13:29:18.696668,False
1,05:54,2019-11-24 13:29:34.394440,False
1,05:54,2019-11-24 13:29:50.140104,False
1,05:13,2019-11-24 13:30:06.274656,False
1,05:13,2019-11-24 13:30:23.601060,False
1,05:13,2019-11-24 13:30:39.658656,False
1,04:33,2019-11-24 13:30:56.436076,False
1,04:33,2019-11-24 13:31:12.823977,False
1,04:33,2019-11-24 13:31:28.693779,False
1,03:57,2019-11-24 13:31:44.449446,False
1,03:57,2019-11-24 13:32:00.209167,False
1,03:57,2019-11-24 13:32:16.047014,False
1,03:57,2019-11-24 13:32:32.425610,False
1,03:57,2019-11-24 13:32:48.178611,False
1,03:57,2019-11-24 13:33:04.459601,False
1,03:03,2019-11-24 13:33:20.746713,False
1,03:03,2019-11-24 13:33:37.196109,False
1,03:03,2019-11-24 13:33:53.707370,False
1,03:03,2019-11-24 13:34:09.772238,False
1,03:03,2019-11-24 13:34:26.175992,False
1,03:03,2019-11-24 13:34:42.928692,False
1,02:55,2019-11-24 13:34:59.405648,False
1,02:55,2019-11-24 13:35:15.990132,False
1,02:12,2019-11-24 13:35:32.073205,False
1,02:12,2019-11-24 13:35:48.351098,False
1,02:12,2019-11-24 13:36:04.013963,False
1,01:58,2019-11-24 13:36:20.458740,False
1,01:58,2019-11-24 13:36:36.663477,False
1,01:58,2019-11-24 13:36:52.969573,False
1,01:58,2019-11-24 13:37:08.911633,False
1,01:58,2019-11-24 13:37:24.566010,False
1,01:58,2019-11-24 13:37:40.357990,False
1,01:58,2019-11-24 13:37:56.259027,False
1,01:58,2019-11-24 13:38:12.221383,False
1,01:58,2019-11-24 13:38:28.012820,False
1,01:58,2019-11-24 13:38:44.477399,False
1,01:58,2019-11-24 13:39:00.832511,False
1,01:58,2019-11-24 13:39:17.203930,False
1,01:58,2019-11-24 13:39:33.024256,False
1,01:58,2019-11-24 13:39:48.766543,False
1,01:58,2019-11-24 13:40:04.558675,False
1,01:58,2019-11-24 13:40:20.521075,False
1,01:58,2019-11-24 13:40:36.233821,False
1,01:58,2019-11-24 13:40:51.912681,False
1,01:11,2019-11-24 13:41:07.563876,False
1,01:11,2019-11-24 13:41:24.107227,False
1,01:11,2019-11-24 13:41:40.256080,False
1,01:11,2019-11-24 13:41:56.221942,False
1,00:35,2019-11-24 13:42:12.356392,False
1,00:35,2019-11-24 13:42:28.147383,False
1,00:09,2019-11-24 13:42:44.188603,False
1,00:09,2019-11-24 13:43:00.040191,False
1,00:09,2019-11-24 13:43:15.857841,False
2,15:00,2019-11-24 13:43:31.527331,False
2,15:00,2019-11-24 13:43:47.334376,False
2,15:00,2019-11-24 13:44:03.015558,False
2,15:00,2019-11-24 13:44:18.947394,False
2,15:00,2019-11-24 13:44:34.848254,False
2,15:00,2019-11-24 13:44:50.687239,False
2,15:00,2019-11-24 13:45:06.395650,False
2,15:00,2019-11-24 13:45:22.265465,False
2,15:00,2019-11-24 13:45:38.292607,False
2,15:00,2019-11-24 13:45:54.176160,False
2,15:00,2019-11-24 13:46:09.825687,False
2,15:00,2019-11-24 13:46:25.571247,False
2,15:00,2019-11-24 13:46:41.233359,False
2,15:00,2019-11-24 13:46:57.777379,False
2,15:00,2019-11-24 13:47:13.411445,False
2,15:00,2019-11-24 13:47:29.343096,False
2,14:59,2019-11-24 13:47:45.266153,False
2,14:50,2019-11-24 13:48:01.311049,False
2,14:50,2019-11-24 13:48:16.965745,False
2,14:50,2019-11-24 13:48:33.243785,False
2,14:11,2019-11-24 13:48:49.049957,False
2,14:11,2019-11-24 13:49:04.729584,False
2,14:11,2019-11-24 13:49:20.519881,False
2,14:11,2019-11-24 13:49:36.279399,False
2,14:11,2019-11-24 13:49:52.743782,False
2,03:27,2019-11-24 13:50:08.392344,False
2,03:27,2019-11-24 13:50:24.403369,False
2,13:27,2019-11-24 13:50:40.176938,False
2,13:27,2019-11-24 13:50:58.185635,False
2,13:27,2019-11-24 13:51:13.940162,False
2,12:54,2019-11-24 13:51:29.949327,False
2,12:54,2019-11-24 13:51:46.025155,False
2,12:54,2019-11-24 13:52:02.078212,False
2,12:13,2019-11-24 13:52:19.046542,False
2,12:13,2019-11-24 13:52:35.343986,False
2,12:13,2019-11-24 13:52:50.956119,False
2,11:35,2019-11-24 13:53:07.280013,False
2,10:54,2019-11-24 13:53:23.635004,False
2,10:54,2019-11-24 13:53:39.957256,False
2,10:54,2019-11-24 13:53:55.999206,False
2,10:54,2019-11-24 13:54:13.437555,False
2,10:13,2019-11-24 13:54:29.225367,False
2,10:13,2019-11-24 13:54:45.222204,False
2,09:34,2019-11-24 13:55:01.027586,False
2,09:34,2019-11-24 13:55:17.179906,False
2,08:49,2019-11-24 13:55:33.267609,False
2,08:49,2019-11-24 13:55:49.838599,False
2,08:49,2019-11-24 13:56:06.087250,False
2,08:05,2019-11-24 13:56:22.410781,False
2,08:05,2019-11-24 13:56:38.357661,False
2,08:05,2019-11-24 13:56:54.356997,False
2,07:22,2019-11-24 13:57:10.315280,False
2,07:22,2019-11-24 13:57:26.151141,False
2,06:11,2019-11-24 13:57:41.975163,False
2,06:11,2019-11-24 13:57:57.703930,False
2,06:11,2019-11-24 13:58:13.780470,False
2,06:11,2019-11-24 13:58:30.224370,False
2,06:11,2019-11-24 13:58:46.579982,False
2,06:11,2019-11-24 13:59:02.872032,False
2,06:11,2019-11-24 13:59:19.054106,False
2,06:11,2019-11-24 13:59:35.413720,False
2,06:11,2019-11-24 13:59:51.702599,False
2,06:11,2019-11-24 14:00:07.852355,False
2,06:11,2019-11-24 14:00:23.941674,False
2,06:11,2019-11-24 14:00:40.189526,False
2,06:11,2019-11-24 14:00:56.322056,False
2,06:11,2019-11-24 14:01:12.472614,False
2,07:13,2019-11-24 14:01:28.482891,False
2,07:13,2019-11-24 14:01:44.666626,False
2,07:13,2019-11-24 14:02:00.834350,False
2,07:13,2019-11-24 14:02:16.952925,False
2,07:13,2019-11-24 14:02:32.807333,False
2,06:35,2019-11-24 14:02:49.114393,False
2,06:35,2019-11-24 14:03:05.045680,False
2,06:35,2019-11-24 14:03:20.961467,False
2,06:35,2019-11-24 14:03:36.735182,False
2,05:51,2019-11-24 14:03:52.777808,False
2,05:11,2019-11-24 14:04:08.679387,False
2,04:57,2019-11-24 14:04:24.626133,False
2,04:57,2019-11-24 14:04:40.681865,False
2,04:57,2019-11-24 14:04:56.472992,False
2,04:57,2019-11-24 14:05:12.263280,False
2,04:57,2019-11-24 14:05:28.289353,False
2,04:57,2019-11-24 14:05:44.345487,False
2,04:57,2019-11-24 14:06:00.090186,False
2,04:57,2019-11-24 14:06:16.110558,False
2,04:57,2019-11-24 14:06:31.953301,False
2,04:57,2019-11-24 14:06:47.994438,False
2,04:57,2019-11-24 14:07:03.910356,False
2,04:57,2019-11-24 14:07:19.842381,False
2,04:57,2019-11-24 14:07:35.663501,False
2,04:57,2019-11-24 14:07:51.454772,False
2,04:57,2019-11-24 14:08:07.480992,False
2,04:26,2019-11-24 14:08:23.349303,False
2,04:26,2019-11-24 14:08:39.219751,False
2,03:43,2019-11-24 14:08:54.993192,False
2,03:43,2019-11-24 14:09:10.723434,False
2,03:43,2019-11-24 14:09:26.449008,False
2,03:43,2019-11-24 14:09:42.208115,False
2,03:43,2019-11-24 14:09:58.422994,False
2,03:43,2019-11-24 14:10:14.195745,False
2,03:03,2019-11-24 14:10:30.582947,False
2,02:56,2019-11-24 14:10:46.798360,False
2,02:56,2019-11-24 14:11:02.917550,False
2,02:56,2019-11-24 14:11:19.303648,False
2,02:56,2019-11-24 14:11:35.470253,False
2,02:56,2019-11-24 14:11:51.151044,False
2,02:56,2019-11-24 14:12:06.909561,False
2,02:56,2019-11-24 14:12:23.140075,False
2,02:56,2019-11-24 14:12:38.882833,False
2,02:56,2019-11-24 14:12:54.911149,False
2,02:56,2019-11-24 14:13:10.855719,False
2,02:56,2019-11-24 14:13:27.140729,False
2,02:56,2019-11-24 14:13:42.891802,False
2,02:56,2019-11-24 14:13:59.200585,False
2,02:56,2019-11-24 14:14:16.041474,False
2,02:56,2019-11-24 14:14:31.958819,False
2,02:56,2019-11-24 14:14:48.249221,False
2,02:00,2019-11-24 14:15:19.769229,False
2,02:00,2019-11-24 14:15:36.372335,False
2,02:00,2019-11-24 14:15:52.604148,False
2,02:00,2019-11-24 14:16:09.710252,False
2,02:00,2019-11-24 14:16:25.816223,False
2,02:00,2019-11-24 14:16:42.499277,False
2,02:00,2019-11-24 14:16:59.151025,False
2,02:00,2019-11-24 14:17:14.849156,False
2,02:00,2019-11-24 14:17:31.152846,False
2,02:00,2019-11-24 14:17:47.370167,False
2,02:00,2019-11-24 14:18:03.397163,False
2,02:00,2019-11-24 14:18:19.217809,False
2,01:50,2019-11-24 14:18:35.152422,False
2,01:50,2019-11-24 14:18:51.147538,False
2,01:50,2019-11-24 14:19:06.948763,False
2,01:50,2019-11-24 14:19:22.771604,False
2,01:50,2019-11-24 14:19:38.485202,False
2,01:50,2019-11-24 14:19:55.628344,False
2,01:26,2019-11-24 14:20:11.807084,False
2,01:26,2019-11-24 14:20:27.644382,False
2,01:18,2019-11-24 14:20:43.418883,False
2,01:18,2019-11-24 14:20:59.648987,False
2,01:12,2019-11-24 14:21:16.018246,False
2,01:12,2019-11-24 14:21:31.865533,False
2,01:12,2019-11-24 14:21:47.882107,False
2,01:12,2019-11-24 14:22:03.570657,False
2,01:07,2019-11-24 14:22:19.433276,False
2,01:07,2019-11-24 14:22:35.709342,False
2,01:01,2019-11-24 14:22:52.064098,False
2,01:01,2019-11-24 14:23:08.041346,False
2,00:55,2019-11-24 14:23:24.241422,False
2,00:55,2019-11-24 14:23:40.203782,False
2,00:55,2019-11-24 14:23:56.751376,False
2,00:55,2019-11-24 14:24:12.743166,False
2,00:55,2019-11-24 14:24:28.720738,False
2,00:54,2019-11-24 14:24:44.854777,False
2,00:43,2019-11-24 14:25:01.118021,False
2,00:43,2019-11-24 14:25:17.566723,False
2,00:43,2019-11-24 14:25:33.999318,False
2,00:43,2019-11-24 14:25:50.056188,False
2,00:43,2019-11-24 14:26:05.973625,False
2,00:43,2019-11-24 14:26:21.889195,False
2,00:43,2019-11-24 14:26:37.632466,False
2,00:43,2019-11-24 14:26:53.558768,False
2,00:33,2019-11-24 14:27:09.434768,False
2,00:33,2019-11-24 14:27:25.178019,False
2,00:33,2019-11-24 14:27:41.092822,False
2,00:33,2019-11-24 14:27:57.716262,False
2,00:33,2019-11-24 14:28:13.504899,False
Halftime,15:00,2019-11-24 14:28:29.340713,True
Halftime,15:00,2019-11-24 14:28:45.455493,True
Halftime,15:00,2019-11-24 14:29:01.479351,True
Halftime,15:00,2019-11-24 14:29:17.725810,True
Halftime,15:00,2019-11-24 14:29:33.758126,True
Halftime,15:00,2019-11-24 14:29:49.873406,True
Halftime,15:00,2019-11-24 14:30:05.627259,True
Halftime,15:00,2019-11-24 14:30:24.622263,True
Halftime,15:00,2019-11-24 14:30:40.528042,True
Halftime,15:00,2019-11-24 14:30:56.472965,True
Halftime,15:00,2019-11-24 14:31:12.283796,True
Halftime,15:00,2019-11-24 14:31:29.192110,True
Halftime,15:00,2019-11-24 14:31:45.204865,True
Halftime,15:00,2019-11-24 14:32:01.274819,True
Halftime,15:00,2019-11-24 14:32:17.196702,True
Halftime,15:00,2019-11-24 14:32:33.120730,True
Halftime,15:00,2019-11-24 14:32:48.955114,True
